"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","X..COLLECTION","TAXON.y","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","NAME","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"1","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*E","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-ARB","1"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"2","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1758-51-1984*C","Abies balsamea 'Hudsonia'","Abies balsamea 'Hudsonia'","G","H.A. Hesse, Weener, Allemagne"," ","PT","JALP-R","2"," "," "," ","Pinaceae","Abies balsamea 'Hudsonia'","Abies","balsamea","","","","","Abies balsamea"
"3","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*D","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-PES","12"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"4","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*C","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-ERB","3"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"5","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*I","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-ALP","1"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"6","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","527-2005*A","Abies balsamea","Abies balsamea","W","Carrière, D., Qc","Canada: Québec: Parc du Mont Tremblant. s.n. 1 Jul 2004.","PT","JALP-1","1"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"7","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1417-2008*A","Abies balsamea 'Albospicata'","Abies balsamea 'Albospicata'","G","Iseli Nursery"," ","PT","JFRU-08A","1"," "," "," ","Pinaceae","Abies balsamea 'Albospicata'","Abies","balsamea","","","","","Abies balsamea"
"8","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*G","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-ALP","1"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"9","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1758-51-1984*B","Abies balsamea 'Hudsonia'","Abies balsamea 'Hudsonia'","G","H.A. Hesse, Weener, Allemagne"," ","PT","JALP-1","2"," "," "," ","Pinaceae","Abies balsamea 'Hudsonia'","Abies","balsamea","","","","","Abies balsamea"
"10","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2315-2000*A","Abies balsamea","Abies balsamea","W","Viola, Stefano","Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.","PT","JPRE-PES","4"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"11","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","38-2011*A","Abies balsamea 'Tyler Blue'","Abies balsamea 'Tyler Blue'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-ROC","1"," "," "," ","Pinaceae","Abies balsamea 'Tyler Blue'","Abies","balsamea","","","","","Abies balsamea"
"12","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1553-64-1979*B","Abies balsamea 'Nana'","Abies balsamea 'Nana'","G","1857-50 Abies balsamea nana greffés sur 1286-63 A. balsamea"," ","CT","JFRU-ROC","1"," "," "," ","Pinaceae","Abies balsamea 'Nana'","Abies","balsamea","","","","","Abies balsamea"
"13","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*A","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-ARB","6"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"14","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1553-64-1979*D","Abies balsamea 'Nana'","Abies balsamea 'Nana'","G","1857-50 Abies balsamea nana greffés sur 1286-63 A. balsamea"," ","CT","JALP-1","1"," "," "," ","Pinaceae","Abies balsamea 'Nana'","Abies","balsamea","","","","","Abies balsamea"
"15","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1553-64-2011*A","Abies balsamea 'Nana'","Abies balsamea 'Nana'","G","1857-50 Abies balsamea nana greffés sur 1286-63 A. balsamea"," ","CT","JFRU-10B","2"," "," "," ","Pinaceae","Abies balsamea 'Nana'","Abies","balsamea","","","","","Abies balsamea"
"16","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*F","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-ERB","3"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"17","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2328-2001*B","Abies balsamea","Abies balsamea","W","Alain Cuerrier (botaniste)","Canada: Québec: St-Jérôme.","PT","JPRE-ERB","1"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"18","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*B","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-ERC","4"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"19","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2328-2001*A","Abies balsamea","Abies balsamea","W","Alain Cuerrier (botaniste)","Canada: Québec: St-Jérôme.","PT","JPRE-PES","3"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"20","Abies balsamea","Abies","Abies balsamea",NA,NA,"Fir",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2012-2001*H","Abies balsamea","Abies balsamea","G","Alain Cuerrier, botaniste  JBM"," ","PT","JPRE-PES","16"," "," "," ","Pinaceae","Abies balsamea","Abies","balsamea","","","","","Abies balsamea"
"21","Abies lasiocarpa","Abies","Abies lasiocarpa",NA,NA,"Fir",NA,"Y","N","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","2321-2004*A","Abies lasiocarpa 'Mulligan's Dwarf'","Abies lasiocarpa 'Mulligan's Dwarf'","G","Wrightman Alpines "," ","PT","JFRU-08C","1"," "," "," ","Pinaceae","Abies lasiocarpa 'Mulligan's Dwarf'","Abies","lasiocarpa","","","","","Abies lasiocarpa"
"22","Abies lasiocarpa","Abies","Abies lasiocarpa",NA,NA,"Fir",NA,"Y","N","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","1021-2000*A","Abies lasiocarpa 'Argentea'","Abies lasiocarpa 'Argentea'","G","Les Plantons A. et P. Inc."," ","PT","JFRU-08B","3"," "," "," ","Pinaceae","Abies lasiocarpa 'Argentea'","Abies","lasiocarpa","","","","","Abies lasiocarpa"
"23","Acer circinatum","Acer","Acer circinatum",NA,NA,"Maple",NA,"Y","Y","N","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","","691-2000*C","Acer circinatum","Acer circinatum","G","Heritage Seedlings, Inc. Salem, Oregon, USA."," ","PT","JVIV-A3","1"," "," "," ","Sapindaceae","Acer circinatum","Acer","circinatum","","","","","Acer circinatum"
"24","Acer circinatum","Acer","Acer circinatum",NA,NA,"Maple",NA,"Y","Y","N","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","","691-2000*B","Acer circinatum","Acer circinatum","G","Heritage Seedlings, Inc. Salem, Oregon, USA."," ","PT","JALP-2","1"," "," "," ","Sapindaceae","Acer circinatum","Acer","circinatum","","","","","Acer circinatum"
"25","Acer glabrum var. douglasii","Acer","Acer glabrum","var.","douglasii","Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","638-2013*B","Acer glabrum var. douglasii","Acer glabrum var. douglasii","Z","Tharandt BGTU, Germany","United States: Klahhane Ridge, Olympic - NP. 1000 m. Herr H. Kunze s.n. 2 Oct 1999.","SD","JFRU-21","2"," "," "," ","Sapindaceae","Acer glabrum var. douglasii","Acer","glabrum","douglasii","","var.","douglasii","Acer glabrum"
"26","Acer glabrum var. douglasii","Acer","Acer glabrum","var.","douglasii","Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","638-2013*A","Acer glabrum var. douglasii","Acer glabrum var. douglasii","Z","Tharandt BGTU, Germany","United States: Klahhane Ridge, Olympic - NP. 1000 m. Herr H. Kunze s.n. 2 Oct 1999.","SD","JFRU-20","3"," "," "," ","Sapindaceae","Acer glabrum var. douglasii","Acer","glabrum","douglasii","","var.","douglasii","Acer glabrum"
"27","Acer macrophyllum","Acer","Acer macrophyllum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1351-2012*A","Acer macrophyllum","Acer macrophyllum","G","Fraser's Thimble Farm, BC"," ","PT","JFRU-10B","1"," "," "," ","Sapindaceae","Acer macrophyllum","Acer","macrophyllum","","","","","Acer macrophyllum"
"28","Acer nigrum","Acer","Acer nigrum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1330-2015*A","Acer nigrum","Acer nigrum","W","Viola, Stefano","Canada: Québec: Mirabel. 75 m. 45°10'24.68""N, 73°59'40.19""W. Frédéric Coursol et Stefano Viola s.n. 21 May 2015.","PT","JPRE-ERS","1"," "," "," ","Sapindaceae","Acer nigrum","Acer","nigrum","","","","","Acer nigrum"
"29","Acer nigrum","Acer","Acer nigrum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1015-1996*C","Acer nigrum","Acer saccharum ssp. nigrum","G","Marc Meloche, Pl. indigènes"," ","PT","JCHI-H","1"," "," "," ","Sapindaceae","Acer nigrum","Acer","nigrum","","","","","Acer nigrum"
"30","Acer nigrum","Acer","Acer nigrum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2117-2001*B","Acer nigrum","Acer saccharum ssp. nigrum","W","Alain Cuerrier, botaniste  JBM","Canada: Québec: Buckingham.","PT","JPRE-ALP","1"," "," "," ","Sapindaceae","Acer nigrum","Acer","nigrum","","","","","Acer nigrum"
"31","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1330-1995*A","Acer pensylvanicum","Acer pensylvanicum","G","Pépinières Sheridan, Dorion, Qc."," ","PT","JCHI-A","6"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"32","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2118-2006*A","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERB","4"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"33","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2000*A","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Cramer, Québec"," ","PT","JPRE-ERS","2"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"34","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2752-1994*A","Acer pensylvanicum","Acer pensylvanicum","G","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JQUE-2","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"35","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2000*B","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Cramer, Québec"," ","PT","JPRE-ERS","2"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"36","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2118-2006*B","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERS","8"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"37","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","684-1999*A","Acer pensylvanicum 'Dr Bump'","Acer pensylvanicum 'Dr Bump'","G","Arborvillage Farm Nursery, MO, US"," ","PT","JFRU-13NOR","1"," "," "," ","Sapindaceae","Acer pensylvanicum 'Dr Bump'","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"38","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2118-2001*A","Acer pensylvanicum","Acer pensylvanicum","W","Alain Cuerrier, botaniste  JBM","Canada: Québec: Buckingham.","PT","JPRE-ERB","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"39","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2118-2006*C","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERS","4"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"40","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2019-2000*D","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Cramer, Québec"," ","PT","JPRE-ERB","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"41","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2118-2006*D","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERS","30"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"42","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2749-1994*B","Acer pensylvanicum","Acer pensylvanicum","G","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JPRE-ERS","6"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"43","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2745-1994*A","Acer pensylvanicum","Acer pensylvanicum","G","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JQUE-2","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"44","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","646-2014*B","Acer pensylvanicum","Acer pensylvanicum","W","JBM - Index Seminum no. 69 (2013)","Canada: Québec: MRC La Haute-Yamaska: Granby, Parc Bellevue. Forêt feuillue. 121 m. 45°24'20.71""N, 72°42'46.95""W. Fleury N. s.n. 29 Sep 2013.","SD","JPRE-ERS","5"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"45","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1732-2018*A","Acer pensylvanicum","Acer pensylvanicum","W","Viola, Stefano","Canada: Laval. Forêt feuillue. 28 m. 45°32'38.98""N, 73°48'3.36""W. Coursol, F. s.n. 14 May 2018.","PT","JPRE-ERB","3"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"46","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2745-1985*B","Acer pensylvanicum","Acer pensylvanicum","G","Hortico Inc. Waterdown, Ont."," ","PT","JSOU-A2","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"47","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1857-2000*A","Acer pensylvanicum","Acer pensylvanicum","W","Viola, Stefano","Canada: Québec: Co. Rouville: Mont St-Hilaire, dév. du Boisé Ensoleillé. Stefano Viola s.n. 21 Jun 2000.","PT","JPRE-PES","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"48","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1936-2000*A","Acer pensylvanicum","Acer pensylvanicum","W","Viola, Stefano","Canada: Québec: Terrebonne Co.: Terrebonne. Stefano Viola s.n. 25 May 2000.","PT","JPRE-PES","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"49","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","1778-2018*A","Acer pensylvanicum","Acer pensylvanicum","G","Pépinière Villeneuve Enr., QC, CA"," ","PT","JCHI-A","18"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"50","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2752-1994*B","Acer pensylvanicum","Acer pensylvanicum","G","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JQUE-4","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
"51","Acer pensylvanicum","Acer","Acer pensylvanicum",NA,NA,"Maple",NA,"Y","Y","Y","","Y","Food","Forest Resources",NA,"Sugars","Forest Resources","",NA,"1C",1,"Assume distant","","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","2745-85-1991*A","Acer pensylvanicum","Acer pensylvanicum","G","Hortico Inc. Waterdown, Ont."," ","PT","JFRU-06C","1"," "," "," ","Sapindaceae","Acer pensylvanicum","Acer","pensylvanicum","","","","","Acer pensylvanicum"
