GARDEN_CODE,INSTITUTION,TAXON,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
7,BG,Acer negundo,,,,,,,
7,BG,Acer saccharum,,,,,,,
7,BG,Achillea millefolium,,,,,,,
7,BG,Achillea millefolium,,,,,,,
7,BG,Agastache foeniculum,,,,,,,
7,BG,Agastache foeniculum,,,,,,,
7,BG,Allium acuminatum,,,,,,,
7,BG,Allium cernuum,,,,,,,
7,BG,Allium crenulatum,,,,,,,
7,BG,Allium geyeri,,,,,,,
7,BG,Allium schoenoprasum,,,,,,,
7,BG,Allium schoenoprasum,,,,,,,
7,BG,Amelanchier alnifolia,,,,,,,
7,BG,Amelanchier canadensis,,,,,,,
7,BG,Amelanchier laevis,,,,,,,
7,BG,Arnica cordifolia,,,,,,,
7,BG,Aruncus dioicus,,,,,,,
7,BG,Aruncus dioicus,,,,,,,
7,BG,Asarum canadense,,,,,,,
7,BG,Astragalus americanus,,,,,,,
7,BG,Betula lenta,,,,,,,
7,BG,Betula occidentalis,,,,,,,
7,BG,Betula papyrifera,,,,,,,
7,BG,Betula populifolia,,,,,,,
7,BG,Caltha leptosepala,,,,,,,
7,BG,Calypso bulbosa,,,,,,,
7,BG,Camassia leichtlinii,,,,,,,
7,BG,Camassia quamash,,,,,,,
7,BG,Claytonia lanceolata,,,,,,,
7,BG,Claytonia virginica,,,,,,,
7,BG,Cornus canadensis,,,,,,,
7,BG,Cornus sericea,,,,,,,
7,BG,Corylus americana,,,,,,,
7,BG,Dicentra formosa,,,,,,,
7,BG,Elymus glaucus,,,,,,,
7,BG,Erythronium americanum,,,,,,,
7,BG,Erythronium grandiflorum,,,,,,,
7,BG,Fragaria vesca,,,,,,,
7,BG,Fritillaria affinis,,,,,,,
7,BG,Fritillaria pudica,,,,,,,
7,BG,Gaillardia aristata,,,,,,,
7,BG,Gaultheria hispidula,,,,,,,
7,BG,Helianthus decapetalus,,,,,,,
7,BG,Helianthus pauciflorus,,,,,,,
7,BG,Helianthus petiolaris,,,,,,,
7,BG,Humulus lupulus,,,,,,,
7,BG,Juglans cinerea,,,,,,,
7,BG,Juniperus communis,,,,,,,
7,BG,Juniperus communis,,,,,,,
7,BG,Juniperus horizontalis,,,,,,,
7,BG,Juniperus horizontalis,,,,,,,
7,BG,Juniperus horizontalis,,,,,,,
7,BG,Lilium columbianum,,,,,,,
7,BG,Lilium columbianum,,,,,,,
7,BG,Linum lewisii,,,,,,,
7,BG,Linum perenne,,,,,,,
7,BG,Linum perenne,,,,,,,
7,BG,Mahonia aquifolium,,,,,,,
7,BG,Malus coronaria,,,,,,,
7,BG,Mitchella repens,,,,,,,
7,BG,Monarda fistulosa,,,,,,,
7,BG,Opuntia fragilis,,,,,,,
7,BG,Opuntia polyacantha,,,,,,,
7,BG,Opuntia polyacantha,,,,,,,
7,BG,Picea glauca,,,,,,,
7,BG,Populus balsamifera,,,,,,,
7,BG,Prunella vulgaris,,,,,,,
7,BG,Prunus americana,,,,,,,
7,BG,Prunus pensylvanica,,,,,,,
7,BG,Prunus pensylvanica,,,,,,,
7,BG,Prunus pumila,,,,,,,
7,BG,Prunus virginiana,,,,,,,
7,BG,Pseudotsuga menziesii,,,,,,,
7,BG,Rhodiola rosea,,,,,,,
7,BG,Ribes aureum,,,,,,,
7,BG,Ribes hudsonianum,,,,,,,
7,BG,Rosa blanda,,,,,,,
7,BG,Rosa blanda,,,,,,,
7,BG,Rosa nitida,,,,,,,
7,BG,Rosa palustris,,,,,,,
7,BG,Rosa setigera,,,,,,,
7,BG,Rosa virginiana,,,,,,,
7,BG,Rubus arcticus,,,,,,,
7,BG,Sagittaria latifolia,,,,,,,
7,BG,Sambucus canadensis,,,,,,,
7,BG,Sambucus racemosa,,,,,,,
7,BG,Sedum divergens,,,,,,,
7,BG,Sedum oreganum,,,,,,,
7,BG,Sedum spathulifolium,,,,,,,
7,BG,Sedum spathulifolium,,,,,,,
7,BG,Sedum spathulifolium,,,,,,,
7,BG,Sedum spathulifolium,,,,,,,
7,BG,Shepherdia argentea,,,,,,,
7,BG,Shepherdia canadensis,,,,,,,
7,BG,Silphium perfoliatum,,,,,,,
7,BG,Sorbus americana,,,,,,,
7,BG,Symphoricarpos albus,,,,,,,
7,BG,Tilia americana,,,,,,,
7,BG,Ulmus americana,,,,,,,
7,BG,Viburnum lantana,,,,,,,
7,BG,Viburnum opulus,,,,,,,
7,BG,Viburnum opulus,,,,,,,
7,BG,Viburnum opulus,,,,,,,
