occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,Calamagrostis canadensis var. macouniana,Calamagrostis canadensis var. macouniana (Vasey) Stebbins,4109012,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,Calamagrostis canadensis,Calamagrostis canadensis macouniana,Stebbins (Vasey)
,Caltha leptosepala,Caltha leptosepala DC.,5371684,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Caltha,Caltha leptosepala,Caltha leptosepala,DC.
,Calypso bulbosa,Calypso bulbosa (L.) Oakes,5323572,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calypso,Calypso bulbosa,Calypso bulbosa,Oakes (L.)
,Calypso bulbosa var. americana,Calypso bulbosa var. americana (R.Br.) Luer,5323584,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calypso,Calypso bulbosa,Calypso bulbosa americana,Luer (R.Br.)
,Calypso bulbosa var. occidentalis,Calypso bulbosa var. occidentalis (Holz.) Cockerell,5323590,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calypso,Calypso bulbosa,Calypso bulbosa occidentalis,Cockerell (Holz.)
,Camassia leichtlinii,Camassia leichtlinii (Baker) S.Watson,2769069,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia leichtlinii,Camassia leichtlinii,S.Watson (Baker)
,Camassia leichtlinii subsp. suksdorfii,Camassia leichtlinii subsp. suksdorfii (Greenm.) Gould,2769073,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia leichtlinii,Camassia leichtlinii suksdorfii,Gould (Greenm.)
,Camassia quamash,Camassia quamash (Pursh) Greene,2769084,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Camassia quamash,Greene (Pursh)
,Camassia quamash subsp. maxima,Camassia quamash subsp. maxima Gould,2769104,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Camassia quamash maxima,Gould
,Camassia quamash subsp. quamash,Camassia quamash subsp. quamash,7228139,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia quamash,Camassia quamash quamash,
,Camassia scilloides,Camassia scilloides (Raf.) Cory,2769112,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,Camassia scilloides,Camassia scilloides,Cory (Raf.)
,Carex obnupta,Carex obnupta L.H.Bailey,2722793,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex obnupta,Carex obnupta,L.H.Bailey
,Carya cordiformis,Carya cordiformis (Wangenh.) C.Koch,7393941,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Carya cordiformis,Carya cordiformis,C.Koch (Wangenh.)
,Carya glabra,Carya glabra (Mill.) Sweet,3054325,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Carya glabra,Carya glabra,Sweet (Mill.)
,Carya laciniosa,Carya laciniosa (F.Michx.) Loudon,7915743,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Carya laciniosa,Carya laciniosa,Loudon (F.Michx.)
,Carya ovalis,Carya ovalis (Wangenh.) Sarg.,3054334,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Carya ovalis,Carya ovalis,Sarg. (Wangenh.)
,Carya ovata,Carya ovata (Mill.) K.Koch,3054296,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Carya ovata,Carya ovata,K.Koch (Mill.)
,Carya ovata var. ovata,Carya ovata var. ovata,7148690,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Carya ovata,Carya ovata ovata,
,Castanea dentata,Castanea dentata (Marshall) Borkh.,5333230,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,Castanea dentata,Castanea dentata,Borkh. (Marshall)
,Celtis occidentalis,Celtis occidentalis L.,2984481,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis occidentalis,Celtis occidentalis,L.
,Chamaenerion angustifolium,Chamaenerion angustifolium (L.) Scop.,6428353,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,Chamaenerion angustifolium,Scop. (L.)
,Chamaenerion angustifolium subsp. angustifolium,Chamaenerion angustifolium subsp. angustifolium,7322650,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,Chamaenerion angustifolium angustifolium,
,Chamaenerion angustifolium subsp. circumvagum,Chamaenerion angustifolium subsp. circumvagum (Mosquin) Moldenke,3666480,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,Chamaenerion angustifolium circumvagum,Moldenke (Mosquin)
,Chenopodiastrum simplex,"Chenopodiastrum simplex (Torr.) S.Fuentes, Uotila & Borsch",7407436,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,Chenopodiastrum simplex,Chenopodiastrum simplex,"S.Fuentes, Uotila & Borsch (Torr.)"
,Chenopodium berlandieri,Chenopodium berlandieri Moq.,3083920,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium berlandieri,Chenopodium berlandieri,Moq.
,Chenopodium berlandieri var. bushianum,Chenopodium berlandieri var. bushianum (Aellen) Cronquist,3757050,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium berlandieri,Chenopodium berlandieri bushianum,Cronquist (Aellen)
,Chenopodium berlandieri var. macrocalycium,Chenopodium berlandieri var. macrocalycium (Aellen) Cronquist,3756901,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium berlandieri,Chenopodium berlandieri macrocalycium,Cronquist (Aellen)
,Chenopodium berlandieri var. zschackei,Chenopodium berlandieri var. zschackei (Murr) Murr,3756754,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium berlandieri,Chenopodium berlandieri zschackei,Murr (Murr)
,Chenopodium desiccatum,Chenopodium desiccatum A.Nelson,3083915,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium desiccatum,Chenopodium desiccatum,A.Nelson
,Chenopodium fremontii,Chenopodium fremontii S.Watson,6448032,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium fremontii,Chenopodium fremontii,S.Watson
,Chenopodium hians,Chenopodium hians Standl.,3083837,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium hians,Chenopodium hians,Standl.
,Chenopodium leptophyllum,Chenopodium leptophyllum (Moq.) Nutt. ex S.Watson,6447860,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium leptophyllum,Chenopodium leptophyllum,Nutt. ex S.Watson (Moq.)
,Chenopodium standleyanum,Chenopodium standleyanum Aellen,3083883,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodiastrum,Chenopodiastrum standleyanum,Chenopodium standleyanum,Aellen
,Chenopodium watsonii,Chenopodium watsonii A.Nelson,6448046,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium watsonii,Chenopodium watsonii,A.Nelson
,Claytonia caroliniana,Claytonia caroliniana Michx.,3084760,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia caroliniana,Claytonia caroliniana,Michx.
,Claytonia lanceolata,Claytonia lanceolata Pursh,3084746,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia lanceolata,Claytonia lanceolata,Pursh
,Claytonia megarhiza,Claytonia megarhiza (Gray) Parry ex S.Watson,3084735,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia megarhiza,Claytonia megarhiza,Parry ex S.Watson (Gray)
,Claytonia perfoliata,Claytonia perfoliata Donn.,7736011,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia perfoliata,Claytonia perfoliata,Donn.
,Claytonia perfoliata subsp. intermontana,Claytonia perfoliata subsp. intermontana J.M.Mill. & K.L.Chambers,6388168,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia perfoliata,Claytonia perfoliata intermontana,J.M.Mill. & K.L.Chambers
,Claytonia perfoliata subsp. perfoliata,Claytonia perfoliata subsp. perfoliata,7095665,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia perfoliata,Claytonia perfoliata perfoliata,
,Claytonia sibirica,Claytonia sibirica L.,3084742,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia sibirica,Claytonia sibirica,L.
,Claytonia virginica,Claytonia virginica L.,3084745,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia virginica,Claytonia virginica,L.
,Coleataenia longifolia,Coleataenia longifolia (Torr.) Soreng,6068048,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Coleataenia,Coleataenia longifolia,Coleataenia longifolia,Soreng (Torr.)
,Coleataenia longifolia var. longifolia,Coleataenia longifolia subsp. longifolia,7258821,EXACT,96,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Coleataenia,Coleataenia longifolia,Coleataenia longifolia longifolia,
,Coleataenia rigidula subsp. rigidula,Coleataenia rigidula subsp. rigidula,6560187,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Coleataenia,Coleataenia rigidula,Coleataenia rigidula rigidula,
,Comarum palustre,Comarum palustre L.,3020532,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Comarum,Comarum palustre,Comarum palustre,L.
,Conioselinum pacificum,Conioselinum pacificum (S.Watson) J.M.Coult. & Rose,3034693,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conioselinum,Conioselinum gmelinii,Conioselinum pacificum,J.M.Coult. & Rose (S.Watson)
,Cornus canadensis,Cornus canadensis L.,3082270,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus canadensis,Cornus canadensis,L.
,Cornus obliqua,Cornus obliqua Raf.,3082259,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus amomum,Cornus obliqua,Raf.
,Cornus sericea,Cornus sericea L.,3082244,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus sericea,Cornus sericea,L.
,Cornus sericea subsp. occidentalis,Cornus sericea subsp. occidentalis (Torr. & A.Gray) Fosberg,3663125,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus sericea,Cornus sericea occidentalis,Fosberg (Torr. & A.Gray)
,Cornus sericea subsp. sericea,Cornus sericea subsp. sericea,7221327,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus sericea,Cornus sericea sericea,
,Cornus suecica,Cornus suecica L.,3082246,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus suecica,Cornus suecica,L.
,Cornus unalaschkensis,Cornus unalaschkensis Ledeb.,3082254,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus unalaschkensis,Cornus unalaschkensis,Ledeb.
,Corylus americana,Corylus americana Walter,2876060,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus americana,Corylus americana,Walter
,Corylus californica,"Corylus californica hort. ex K.Koch, 1873",7407135,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus californica,Corylus californica,"hort. ex K.Koch, 1873"
,Corylus cornuta,Corylus cornuta Marshall,2876032,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,Corylus cornuta,Corylus cornuta,Marshall
,Crataegus douglasii,Crataegus douglasii Lindl.,3013580,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus douglasii,Crataegus douglasii,Lindl.
,Crataegus macracantha,Crataegus macracantha Koehne,7666906,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus macracantha,Crataegus macracantha,Koehne
,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,5370380,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Dasiphora,Dasiphora fruticosa,Dasiphora fruticosa,Rydb. (L.)
,Daucus pusillus,Daucus pusillus Michx.,3034741,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,Daucus pusillus,Daucus pusillus,Michx.
,Dicentra formosa,Dicentra formosa (Andrews) Walp.,2888553,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Dicentra,Dicentra formosa,Dicentra formosa,Walp. (Andrews)
,Dichanthelium boreale,Dichanthelium boreale (Nash) Freckmann,2702568,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum boreale,Dichanthelium boreale,Freckmann (Nash)
,Dichanthelium clandestinum,"Dichanthelium clandestinum Linnaeus, 1753",10796194,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dichanthelium,Dichanthelium clandestinum,Dichanthelium clandestinum,"Linnaeus, 1753"
,Dichanthelium depauperatum,Dichanthelium depauperatum (Muhl.) Gould,2702591,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum depauperatum,Dichanthelium depauperatum,Gould (Muhl.)
,Dichanthelium dichotomum,"Dichanthelium dichotomum Linnaeus, 1753",10687602,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dichanthelium,Dichanthelium dichotomum,Dichanthelium dichotomum,"Linnaeus, 1753"
,Dichanthelium dichotomum subsp. dichotomum,Dichanthelium dichotomum subsp. dichotomum,6560184,EXACT,98,DOUBTFUL,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum dichotomum,Dichanthelium dichotomum dichotomum,
,Dichanthelium implicatum,Dichanthelium implicatum (Scribn.) Kerguélen,4134440,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum acuminatum,Dichanthelium implicatum,Kerguélen (Scribn.)
,Dichanthelium latifolium,"Dichanthelium latifolium Linnaeus, 1753",10827897,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dichanthelium,Dichanthelium latifolium,Dichanthelium latifolium,"Linnaeus, 1753"
,Dichanthelium leibergii,Dichanthelium leibergii (Vasey) Freckmann,2702550,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum leibergii,Dichanthelium leibergii,Freckmann (Vasey)
,Dichanthelium linearifolium,Dichanthelium linearifolium (Scribn.) Gould,2702666,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum linearifolium,Dichanthelium linearifolium,Gould (Scribn.)
,Dichanthelium meridionale,Dichanthelium meridionale (Ashe) Freckmann,2702689,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum acuminatum,Dichanthelium meridionale,Freckmann (Ashe)
,Dichanthelium perlongum,Dichanthelium perlongum (Nash) Freckmann,2702668,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum linearifolium,Dichanthelium perlongum,Freckmann (Nash)
,Dichanthelium praecocius,Dichanthelium praecocius (Hitchc. & Chase) Mohlenbr.,4133771,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum acuminatum,Dichanthelium praecocius,Mohlenbr. (Hitchc. & Chase)
,Dichanthelium sphaerocarpon,Dichanthelium sphaerocarpon (Elliott) Gould,2702561,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum sphaerocarpon,Dichanthelium sphaerocarpon,Gould (Elliott)
,Dichanthelium subvillosum,Dichanthelium subvillosum (Ashe) Mohlenbr.,4133387,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum aciculare,Dichanthelium subvillosum,Mohlenbr. (Ashe)
,Dichanthelium wilcoxianum,Dichanthelium wilcoxianum (Vasey) Freckmann,2702545,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum wilcoxianum,Dichanthelium wilcoxianum,Freckmann (Vasey)
,Dichanthelium xanthophysum,Dichanthelium xanthophysum (A.Gray) Freckmann,2702682,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum xanthophysum,Dichanthelium xanthophysum,Freckmann (A.Gray)
,Dioscorea villosa,Dioscorea villosa L.,2754553,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea villosa,Dioscorea villosa,L.
,Drymocallis glandulosa,Drymocallis glandulosa (Lindl.) Rydb.,6368623,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Drymocallis,Drymocallis glandulosa,Drymocallis glandulosa,Rydb. (Lindl.)
,Drymocallis glandulosa var. glandulosa,Drymocallis glandulosa var. glandulosa,7272372,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Drymocallis,Drymocallis glandulosa,Drymocallis glandulosa glandulosa,
,Elymus alaskanus,Elymus alaskanus (Scribn. & Merr.) Á.Löve,7683366,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus alaskanus,Elymus alaskanus,Á.Löve (Scribn. & Merr.)
,Elymus alaskanus subsp. alaskanus,Elymus alaskanus subsp. alaskanus,5708211,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus alaskanus,Elymus alaskanus alaskanus,
,Elymus alaskanus subsp. hyperarcticus,Elymus alaskanus subsp. hyperarcticus (Polunin) Á.Löve & D.Löve,5290277,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus sajanensis,Elymus alaskanus hyperarcticus,Á.Löve & D.Löve (Polunin)
,Elymus albicans,Elymus albicans (Scribn. & J.G.Sm.) Á.Löve,8202780,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus albicans,Elymus albicans,Á.Löve (Scribn. & J.G.Sm.)
,Elymus canadensis,Elymus canadensis L.,5290282,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus canadensis,Elymus canadensis,L.
,Elymus canadensis var. brachystachys,Elymus canadensis var. brachystachys (Scribn. & C.R.Ball) Farw.,5290290,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus canadensis,Elymus canadensis brachystachys,Farw. (Scribn. & C.R.Ball)
,Elymus canadensis var. canadensis,Elymus canadensis f. canadensis,6448969,EXACT,97,SYNONYM,FORM,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus canadensis,Elymus canadensis canadensis,L.
,Elymus curvatus,Elymus curvatus Linnaeus,7359507,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus curvatus,Elymus curvatus,Linnaeus
,Elymus diversiglumis,Elymus diversiglumis Scribn. & C.R.Ball,5290317,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus diversiglumis,Elymus diversiglumis,Scribn. & C.R.Ball
,Elymus elymoides,Elymus elymoides (Raf.) Swezey,5290296,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus elymoides,Elymus elymoides,Swezey (Raf.)
,Elymus elymoides subsp. californicus,Elymus elymoides subsp. californicus (J.G.Sm.) Barkworth,5672891,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus elymoides,Elymus elymoides californicus,Barkworth (J.G.Sm.)
,Elymus elymoides subsp. elymoides,Elymus elymoides subsp. elymoides,5708212,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus elymoides,Elymus elymoides elymoides,
,Elymus glaucus,Elymus glaucus Buckley,5290269,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus glaucus,Elymus glaucus,Buckley
,Elymus glaucus subsp. glaucus,Elymus glaucus subsp. glaucus,5708214,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus glaucus,Elymus glaucus glaucus,
,Elymus glaucus subsp. virescens,Elymus glaucus subsp. virescens (Piper) Gould,6313209,EXACT,99,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus glaucus,Elymus glaucus virescens,Gould (Piper)
,Elymus hirsutus,Elymus hirsutus J.Presl,5290326,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus hirsutus,Elymus hirsutus,J.Presl
,Elymus hystrix,Elymus hystrix L.,8112114,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus hystrix,Elymus hystrix,L.
,Elymus lanceolatus,Elymus lanceolatus (Scribn. & J.G.Sm.) Gould,5290325,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus lanceolatus,Elymus lanceolatus,Gould (Scribn. & J.G.Sm.)
,Elymus lanceolatus subsp. lanceolatus,Elymus lanceolatus subsp. lanceolatus,6430957,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus lanceolatus,Elymus lanceolatus lanceolatus,
,Elymus lanceolatus subsp. psammophilus,Elymus lanceolatus subsp. psammophilus (J.M.Gillett & Senn) Á.Löve,5672492,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus lanceolatus,Elymus lanceolatus psammophilus,Á.Löve (J.M.Gillett & Senn)
,Elymus macrourus,Elymus macrourus (Turcz.) Tzvelev,5290298,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus macrourus,Elymus macrourus,Tzvelev (Turcz.)
,Elymus riparius,Elymus riparius Wiegand,5290259,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus riparius,Elymus riparius,Wiegand
,Elymus scribneri,Elymus scribneri (Vasey) M.E.Jones,5290257,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus scribneri,Elymus scribneri,M.E.Jones (Vasey)
,Elymus sibiricus,Elymus sibiricus L.,5290323,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus sibiricus,Elymus sibiricus,L.
,Elymus trachycaulus,Elymus trachycaulus (Link) Gould ex Shinners,5290270,EXACT,98,SYNONYM,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus violaceus,Elymus trachycaulus,Gould ex Shinners (Link)
,Elymus trachycaulus subsp. subsecundus,Elymus trachycaulus subsp. subsecundus (Link) Á.Löve & D.Löve,5671763,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus violaceus,Elymus trachycaulus subsecundus,Á.Löve & D.Löve (Link)
